Judul,Harga,Lokasi,Kamar,Wc,Parkir,Luas_tanah,Luas_bangunan,Deskripsi,Keywords
"RUMAH SIAP BANGUN UTARA RS UII, BARAT KOTA BANTUL, SIAP AJB",Rp 380 Juta,"Pandak, Bantul",2.0,1.0,1.0,97 m²,54 m²,"Rumah Dijual Bantul DIJUAL RUMAH SIAP BANGUN DI GESIKAN PANDAK BANTUL HARGA RP 380,000,000.00 LUAS...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata"
Dijual Harga Rendah Rumah Kos Di Gejayan,"Rp 2,5 Miliar","Condong Catur, Sleman",14.0,4.0,1.0,193 m²,240 m²,"DIJUAL RUMAH KOS DI GEJAYAN, CONDONGCATUR, DEPOK, SLEMAN Rumah kost di Gejayan, Condong Catur, Depok,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual Harga Rendah Rumah Di Jetis, Wedomartani, Ngemplak, Sleman",Rp 750 Juta,"Ngemplak, Sleman",3.0,2.0,1.0,129 m²,125 m²,"DIJUAL RUMAH DI JETIS, WEDOMARTANI, NGEMPLAK, SLEMAN Rumah di Jetis, Wedomartani, Ngemplak, Sleman...","Rumah
Siap Huni
Dekat Sekolah"
"Dijual Harga Rendah Rumah Di Perumahan Tingal Townhouse, Ngaglik",Rp 789 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,93 m²,45 m²,"DIJUAL HARGA RENDAH RUMAH DI PERUMAHAN TINGAL TOWNHOUSE, SUKOHARJO, NGAGLIK, SLEMAN Rumah di peruamhan...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
Dijual Rumah Murah Siap Huni dekat Kecamatan Banguntapan,Rp 900 Juta,"Banguntapan, Bantul",3.0,4.0,1.0,95 m²,110 m²,"Dijual Rumah Murah Siap Huni dua Lantai View sawah pegunungan Lokasi dekat Kecamatan Banguntapan,...","Rumah
Siap Huni
Dekat Sekolah
Dekat Landmark"
Rumah SHM Bagus Strategis di Jl. Damai Sleman,Rp 910 Juta,"Ngaglik, Sleman",4.0,2.0,1.0,186 m²,166 m²,"Dijual Rumah siap Huni dgn letak sgt strategis seputaran jl. Damai Jaban, Sinduharjo Ngaglik, Sleman....","Rumah
Siap Huni"
"Dijual Harga Rendah Rumah Di Perumnas, Condong Catur, Sleman",Rp 800 Juta,"Depok, Sleman",5.0,2.0,1.0,102 m²,120 m²,"DIJUAL RUMAH DI PERUMNAS, CONDONG CATUR, DEPOK, SLEMAN Rumah di perumnas, Condong Catur, Depok, Sleman...","Rumah
Dekat Sekolah"
"Dijual Harga Rendah Rumah Di Perumahan, Plumbon, Sardonoharjo","Rp 1,5 Miliar","Ngaglik, Sleman",3.0,2.0,2.0,160 m²,230 m²,"DIJUAL HARGA RENDAH RUMAH DI PERUMAHAN, PLUMBON, SARDONOHARJO, NGAGLIK, SLEMAN Rumah diperumahan,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Dijual Rumah Cantik Dalam Perumahan Elite Dekat Hotel Hyatt Jogja,"Rp 2,3 Miliar","Sleman, Yogyakarta",3.0,3.0,2.0,125 m²,169 m²,"Lokasi: Jalan Palagan km 7,5 Sleman Luas Tanah 125 m2 Luas Bangunan 169 m2 SHM + IMB Hadap Kamar...",Rumah
Dijual Rumah Baru Siap Huni Lokasi Panasan Utara Jalan Gito Gati,"Rp 1,8 Miliar","Sleman, Yogyakarta",3.0,3.0,1.0,139 m²,155 m²,Lokasi panasan utara jalan gito gati/barat jalan palagan km 10 sleman yogyakarta Luas tanah 139 m2...,"Rumah
Siap Huni"
Dijual Rumah Baru 2 Unit Dekat Kampus Ugm Dan Uii Jakal,"Rp 2,45 Miliar","Kaliurang, Sleman",3.0,3.0,2.0,155 m²,165 m²,"Lokasi: Jalan Kaliurang km 8,5 Luas Tanah : Sisi Timur 130 m2 Sisi Barat 131 m2 Luas Bangunan : Sisi...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
Dijual Rumah Baru Timur Kampus Upn,"Rp 1,79 Miliar","Maguwoharjo, Yogyakarta",4.0,3.0,2.0,119 m²,160 m²,"Lokasi di Pugeran Maguwo, Depok, Sleman, Yogyakarta Dalam ringroad, Timur UPN Strategis, dekat dengan...","Rumah
Dekat Sekolah"
RUMAH CANTIK MINIMALIS DI SENDANGADI MLATI SLEMAN DEKAT PEMKAB SLEMAN,Rp 925 Juta,"Mlati, Sleman",2.0,2.0,1.0,106 m²,65 m²,RUMAH CANTIK MINIMALIS DI SENDANGADI MLATI SLEMAN DEKAT PEMKAB SLEMAN Harga: 925 Juta [ Nego ] ----------------------------------------...,Rumah
RUMAH MEWAH ISTIMEWA 2 LANTAI DALAM CLUSTER MAGUWO MANSION DEKAT PASAR STAN MAGUWOHARJO DEPOK SLEMAN,"Rp 2,5 Miliar","Depok, Sleman",4.0,3.0,2.0,123 m²,200 m²,RUMAH MEWAH ISTIMEWA 2 LANTAI DALAM CLUSTER MAGUWO MANSION DEKAT PASAR STAN MAGUWOHARJO DEPOK SLEMAN...,"Rumah
Full Furnished"
Jual Rumah di Fasco Mansion Residence Yogyakarta ( NL ),"Rp 7,7 Miliar","Sekip, Yogyakarta",4.0,5.0,3.0,289 m²,600 m²,"Hadap utara,Listrik 15000 Watt 3 Lantai, Full Furnished *Ada kolam renamg *Ada ruang serba guna Surat...","Rumah
Full Furnished"
BU BU BU!!  RUMAH DIJUAL 2 LANTAU FULL FURNITURE,"Rp 1,1 Miliar","Ngaglik, Sleman",4.0,2.0,1.0,120 m²,180 m²,,"Rumah
Full Furnished"
TERMURAH di KELASNYA..,Rp 285 Juta,"Prambanan, Sleman",2.0,1.0,1.0,40 m²,76 m²,,Rumah
Rumah jual Perum Kaliurang Ngaglik Sleman Jogja.SUPER STRATEGIS!!,Rp 5 Miliar,"Ngaglik, Sleman",4.0,3.0,3.0,500 m²,450 m²,Rumah 2 Lantai Perumahan Jogja Ngaglik Sleman Yogyakarta.Wiko Rumah besar 2 lantai dengan ruang keluarga...,"Rumah
Dekat Landmark"
TANAH LUAS!! Dijual Tanah dan Bangunan lokasi Denokan Meguwoharjo,"Rp 2,5 Miliar","Maguwoharjo, Yogyakarta",7.0,3.0,2.0,425 m²,400 m²,Dijual Tanah dan Bangunan lokasi Denokan Meguwoharjo Sleman *Luas Tanah 425m²* Bangunan: * 1 Kamar...,Rumah
Rumah Dijual Perumahan Bumi Kalirandu Selaras Bantul,Rp 303 Juta,"Kasihan, Bantul",2.0,1.0,1.0,83 m²,45 m²,DIJUAL RUMAH MURAH DAERAH KASIHAN - BANTUL ASET LELANG BANK HARGA LEBIH MURAH 40% DARI HARGA PASARAN....,"Rumah
Dekat Pusat Perbelanjaan
Dekat Landmark"
Rumah Dijual Perum Mini Cluster Asri 1 Karangjati No.3 Bantul,Rp 317 Juta,"Kasihan, Bantul",2.0,1.0,1.0,88 m²,45 m²,DIJUAL RUMAH MURAH DAERAH BANTUL ASET LELANG BANK HARGA LEBIH MURAH 40% DARI HARGA PASARAN. PROSES...,"Rumah
Dekat Sekolah"
TANAH LUAS !! Jual Rumah di Perum Nogotirto Godean Dalam Rngrd,Rp 1 Miliar,"Godean, Sleman",4.0,2.0,1.0,161 m²,161 m²,Jual Rumah di Perum Nogotirto Godean Dalam Ring Road Spesifikasi: ▫️ *Luas Tanah: 161m²* ▫️Lebar...,Rumah
Jual Rumah Di Wirokerten Jalan Imogiri Timur,"Rp 1,55 Miliar","Banguntapan, Bantul",5.0,4.0,1.0,215 m²,250 m²,"JUAL RUMAH ( full furnish ) Lokasi : Wirokerten Banguntapan Bantul Yogyakarta Harga : 1,550 milyar...","Rumah
Full Furnished"
KOSAN EXCLUSIF DEKAT BANYAK KAMPUS DI SETURAN,"Rp 6,3 Miliar","Seturan, Yogyakarta",21.0,21.0,3.0,600 m²,650 m²,KOSAN EKLUSIF SUPER MURAH DI SETURAN Lokasi sangat strategis dekat banyak kampus. Seperti kampus...,"Rumah
Dekat Sekolah"
Rumah Jogja Dijual Dekat Jogja Expo Center,"Rp 3,25 Miliar","Kotagede, Yogyakarta",5.0,5.0,1.0,410 m²,400 m²,"Rumah Murah Rejowinangun Kotagede Yogyakarta SHM LT 410m LB 400m LD 16m 5+1 KT, 5+1 KM 1300w Air...",Rumah
Jual Rumah di Prambanan Sleman,"Rp 1,4 Miliar","Prambanan, Sleman",2.0,2.0,2.0,579 m²,100 m²,"Jual Rumah Lokasi Madurejo Prambanan Sleman Yogyakarta Harga 1,4 milyar nego • Luas Tanah 579 m •...",Rumah
Rumah Mewah Dijual Jakal Ngaglik Sleman Jogja.SUPER STRATEGIS!!!,"Rp 2,85 Miliar","Ngaglik, Sleman",4.0,3.0,1.0,190 m²,235 m²,"Rumah Megah Luas Jalan Kaliurang Jogja di Ngaglik Sleman Yogyakarta.Wdi Lahan dan bangunan yang luas,...","Rumah
Dekat Tempat Wisata
Dekat Landmark"
Rumah Siap Huni Belakang Hotel Hyatt Palagan,"Rp 1,85 Miliar","Mlati, Sleman",3.0,2.0,1.0,140 m²,100 m²,Rumah siap huni berlokasi di jalan palagan belakang hotel Hyatt. Lokasi strategis dan nyaman dalam...,"Rumah
Full Furnished
Siap Huni
Dekat Sekolah"
Rumah Siap Huni Perumahan Condongcatur,"Rp 1,47 Miliar","Depok, Sleman",3.0,2.0,1.0,146 m²,120 m²,Dijual rumah siap huni dala kawasan perumahan di Condongcatur Yogyakarta. Berikut Spesifikasi bangunan:...,"Rumah
Siap Huni
Dekat Sekolah"
RUMAH SIAP HUNI SIDOARUM,Rp 850 Juta,"Tegalrejo, Yogyakarta",3.0,2.0,1.0,179 m²,105 m²,"Dijual rumah cantik nan megah di Sidoarum, Jl Godean km 6. Lt 179 Lb 105 K.tdr 3 K.md 2 Dapur, R.kel,...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual rumah murah Maguwoharjo Sleman Dekat Jogjabay,stadion Maguwoharjo,RS Hermina,kampus UPN",Rp 998 Juta,"Depok, Sleman",3.0,2.0,1.0,91 m²,100 m²,"DIJUAL RUMAH MODERN MAGUWOHARJO SLEMAN, DEKAT JOGJABAY, STADION MAGUWOHARJO, LOTTE MART, RS HERMINA,...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah dlm Perumahan dkt JIH dan Hartono mall, Concat","Rp 2,8 Miliar","Condong Catur, Sleman",5.0,4.0,2.0,200 m²,200 m²,Rumah dgn bangunan yg berkualitas dlm perumahan di Condong Catur. Lokasi strategis di lingkungan...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Perumahan Eksklusif Jogja Area Premium Utara Hotel Seraton Sleman,"Rp 1,25 Miliar","Depok, Sleman",3.0,2.0,1.0,104 m²,130 m²,"Lokasi strategis di area hotel Grand Orchid, Sheraton, dan Satoria Yogyakarta Rumah 2 lantai Luas...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Jual Rumah di Maguwoharjo Sleman,"Rp 1,4 Miliar","Depok, Sleman",3.0,2.0,1.0,126 m²,100 m²,"JUAL RUMAH ( Full Furnish ) Lokasi : Denokan Maguwoharjo Sleman Yogyakarta Harga 1,4 milyar nego...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
MURAH MURAH!! JUAL KOS KOSAN SELATAN KAMPUS UTY GLAGAHSARI,"Rp 1,6 Miliar","Umbulharjo, Yogyakarta",18.0,4.0,2.0,138 m²,250 m²,BISMILLAH JUAL KOS KOSAN SELATAN KAMPUS UTY GLAGAHSARI UMBULHARJO Lokasi Terdekat: UTY GLAGAHSARI...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"CEPET-CEPETAN......BU..BU..BU..
KOS-KOSAN MURAH MERIAH",Rp 1 Miliar,"Banguntapan, Bantul",16.0,3.0,1.0,283 m²,325 m²,CEPET-CEPETAN......BU..BU..BU.. KOS-KOSAN MURAH MERIAH DI BAWAH PASARAN Lokasi Terdekat KAMPUS SURYA...,"Rumah
Dekat Sekolah"
Rumah Super Mewah 3 Lantai di Kawasan Elite Yogyakarta,"Rp 7,7 Miliar","Ngaglik, Sleman",4.0,3.0,4.0,289 m²,600 m²,Rumah SUPER MEWAH di kawasan elite dalam komplek di Kota Yogyakarta !! * bangunan kokoh dan tiang...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Barat Malioboro Yogyakarta,"Rp 2,9 Miliar","Wirobrajan, Yogyakarta",5.0,4.0,1.0,208 m²,220 m²,Dijual rumah tengah kota jogja berlokas sangat strategis di barat Malioboro Yogyakarta. Lingkungan...,"Rumah
Dekat Sekolah"
Rumah Siap Huni Pondok Permai Tamantirta 2,Rp 850 Juta,"Kasihan, Bantul",2.0,1.0,1.0,107 m²,50 m²,Rumah siap huni dalam kawasan perumahan pondok permai tamantirta 2 cluster 1. Spesifikasi bangunan:...,"Rumah
Siap Huni
Dekat Sekolah"
Kuantan Regency Nogotirto Yogyakarta,"Rp 1,97 Miliar","Gamping, Sleman",3.0,2.0,1.0,128 m²,85 m²,Miliki segera hunian untuk keluarga anda tercinta dalam Perumahan KUANTAN Regency Nogotirto. Hunian...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
3 Unit Rumah Baru Purwomartani,Rp 725 Juta,"Kalasan, Sleman",2.0,1.0,1.0,95 m²,70 m²,"Di jual rumah baru hanya 3 unit. Lokasi startegis dekat dengan banyak fasilitas umum, seperti: -...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Taman Lavender Parangtritis Residence,Rp 982 Juta,"Sewon, Bantul",2.0,1.0,1.0,98 m²,50 m²,"Kawasan perumahan baru di selatan kota Yogyakarta. Berlokasi strategis di pinggir jalan parangtritis,...","Rumah
Dekat Akses Transportasi
Dekat Sekolah"
"RUMAH BESAR LAPANG DEKAT RSA UGM JL KABUPATEN, DALAM RINGROAD","Rp 1,4 Miliar","Gamping, Sleman",3.0,1.0,1.0,198 m²,100 m²,"RUMAH BESAR LAPANG DI JALAN KABUPATEN. DEKAT RSA UGM, JOMBOR, UTY, JCM. DALAM RINGROAD Akses mudah...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"RUMAH MINIMALIS MODERN SEMI FURNISHED UTARA BUDIMULIA TAJEM, MAGUWO",Rp 850 Juta,"Ngemplak, Sleman",2.0,2.0,1.0,93 m²,80 m²,RUMAH KLASIK MODERN SEMI FURNISHED UTARA SMP/SMA BUDIMULIA TAJEM MAGUWO SPESIFIKASI: Luas Tanah 93...,"Rumah
Full Furnished"
RUMAH BESAR LAPANG LUAS TANAH 178 STRATEGIS DEKAT STADION MAGUWOHARJO & SEKOLAH BUDIMULIA TAJEM. 10 MENIT KE UPN,"Rp 1,45 Miliar","Maguwoharjo, Yogyakarta",3.0,3.0,2.0,178 m²,131 m²,"Tinggal 2 Unit❗️3 UNIT RUMAH LUAS TANAHNYA 170 m² DEKAT JOGJABAY, STADION MAGUWOHARJO Akses mudah,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Tipe 70 utara Stadion Maguwoharjo 5 mnt Budi Mulia Tajem,Rp 735 Juta,"Ngemplak, Sleman",3.0,2.0,1.0,105 m²,70 m²,"Rumah Tipe 70 & 75 di Utara Jogja Bay Waterpark Maguwo • 1 Km ke TK/SD Model (SD Negeri favorit),...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Tempat Wisata"
RUMAH BAGUS DALAM PERUM DI SIDOARUM GODEAN,"Rp 1,47 Miliar","Godean, Sleman",5.0,4.0,1.0,140 m²,200 m²,Dijual rumah dalam perumahan di Sidoarum Godean Sleman Luas tanah 140 Luas bangunan 200 Kamar tidur...,"Rumah
Full Furnished"
"MASIH MAU MENUNDA BELI RUMAH DI JOGJAHANYA DENGAN 700 JUTA DAPAT RUMAH PREMIUM DALAM PERUMAHAN, SAMPING PERUM PERTAMINA, DEKAT KAMPUS UPN VETERAN YOGYAKARTA, INSTIPER YOGYAKARTA, UNRIYO, BANDARA ADISUCIPTO",Rp 700 Juta,"Kalasan, Sleman",3.0,1.0,1.0,105 m²,85 m²,"Rumah Dijual Sleman MASIH MAU MENUNDA MEMBELI RUMAH DI JOGJA RUMAH DIJUAL JOGJA, DI SAMPING PERUMAHAN...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"RUMAH BARU SIAP HUNI DALAM PERUMAHAN SELATAN KAMPUS UMY, ALMAATA",Rp 510 Juta,"Kasihan, Bantul",3.0,1.0,1.0,89 m²,60 m²,Rumah Dijual Bantul RUMAH SIAP HUNI DALAM CLUSTER *TEPI JLN RAYA KASIHAN SELATAN UMY* LT 89M² LB...,"Rumah
Siap Huni
Dekat Sekolah"
RUMAH CANTIK DALAM PERUMAHAN DI JALAN SOLO,Rp 765 Juta,"Kalasan, Sleman",2.0,2.0,2.0,102 m²,61 m²,". DIJUAL CEPAT RUMAH BARU CLUSTER LOKASI : Jl. Solo - Yogyakarta Km 13, Kalasan, Sleman, DIY KONDISI...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Modern Minimalis Kalasan,Rp 780 Juta,"Kalasan, Sleman",2.0,2.0,2.0,102 m²,61 m²,Dijual rumah minimalis modern baru dalam cluster 16 unit. Lokasi dekat jalan raya Jogja Solo....,Rumah
"Rumah di Potorono Banguntapan Yogyakarta, Lt 100m2",Rp 950 Juta,"Banguntapan, Bantul",3.0,2.0,1.0,100 m²,188 m²,"Spesifikasi: Luas tanah 100m2 Luas bangunan 188m2 2 lantai 3 kamar tidur 2 kamar mandi Ruang keluarga,...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah 2 Lantai Dijual Dekat Kids Fun Yogyakarta, Lt 100m2","Rp 1,1 Miliar","Banguntapan, Bantul",2.0,4.0,2.0,100 m²,200 m²,"Spesifikasi : Luas tanah 100m2 Luas bangunan 200m2 2 lantai 4 kmr tdr 2 kmr mandi, Ruang keluarga,...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah eksotis ala villa di dekat candi Prambanan Klaten Jateng,"Rp 1,15 Miliar","Prambanan, Sleman",3.0,2.0,1.0,208 m²,98 m²,". LOKASI : UTARA CANDI PRAMBANAN, MANISRENGGO, KLATEN (perbatasan jogja/klaten) RUMAH VILLA AREA...","Rumah
Dekat Sekolah
Dekat Tempat Wisata
Dekat Tempat Ibadah"
200 M KE UAD!! DIJUAL KOS2AN UMBULHARJO DEKAT KAMPUS UAD,Rp 650 Juta,"Umbulharjo, Yogyakarta",7.0,4.0,1.0,70 m²,140 m²,"BISMILLAH DIJUAL KOS2AN KOTAMADYA UMBULHARJO DEKAT KAMPUS UAD, UTY, UIN, UST & UNCOK dll Spesifikasi:...","Rumah
Dekat Sekolah"
Rumah 10 Kamar Siap Huni 2 Lantai Dekat Kampus Pgri,"Rp 1,7 Miliar","Gamping, Sleman",10.0,4.0,1.0,176 m²,222 m²,"Dijual rumah siap huni 2 lantai 10 kamar tidur, cocok banget dijadikan guest house, akses jalan aspal...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Modern Full Furnished Siap Huni 3 Menit Ke Kampus Umy,Rp 950 Juta,"Sleman, Yogyakarta",2.0,1.0,1.0,125 m²,77 m²,"Dijual rumah siap huni full furnished dengan konsep modern dalam perum di Ambarketawang, Gamping,...","Rumah
Full Furnished
Siap Huni
Dekat Pusat Perbelanjaan"
Rumah 2 Lantai Siap Huni Dalam Perum 3 Menit Ke Filosofi Kopi,"Rp 1,5 Miliar","Sleman, Yogyakarta",4.0,3.0,1.0,117 m²,90 m²,"Dijual rumah siap huni 2 lantai dengan konsep modern dalam perum di Palagan, Sleman.. Cek Yukkk Kode...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan"
Rumah Siap Huni Full Furnish di Banguntapan Dekat Gembiraloka Zoo,"Rp 1,3 Miliar","Banguntapan, Bantul",3.0,3.0,1.0,112 m²,103 m²,"Dijual rumah siap huni 2 lantai dengan konsep modern dalam perum di Banguntapan, Bantul.. Cek Yukkk...","Rumah
Full Furnished
Siap Huni
Dekat Pusat Perbelanjaan"
AKSES PAPASAN!! Dijual Rumah di Trirenggo Bantul dekat SMA N 2,Rp 415 Juta,"Bantul, Bantul",2.0,1.0,1.0,68 m²,40 m²,"Dijual Rumah di Trirenggo Bantul dekat SMA N 2 Bantul Lokasi : jebugan, trirenggo, bantul Spesifikasi...","Rumah
Dekat Sekolah
Dekat Tempat Ibadah"
DEKAT JOGJA BAY!! Rumah Mewah Modern Full FURNISHED,"Rp 1,85 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,2.0,115 m²,116 m²,Rumah Mewah Modern Full Furnish di dekat Jogja Bay Maguwoharjo Spesifikasi - Rumah 2 Lantai Baru...,"Rumah
Full Furnished
Dekat Pusat Perbelanjaan"
RUMAH 2 LANTAI !! HUNIAN PRESTISIUS di TENGAH KOTA JOGJA,"Rp 1,4 Miliar","Mantrijeron, Yogyakarta",3.0,2.0,1.0,80 m²,120 m²,HUNIAN PRESTISIUS di TENGAH KOTA JOGJA Legalitas : SHM & PBG Pembayaran : ~ Ke Developer : - Cash...,"Rumah
Dekat Tempat Ibadah"
"SPESIAL RAMADHAN, HARGA TURUN BANYAK, RUMAH MEWAH ESTETIK",Rp 550 Juta,"Kalasan, Sleman",2.0,1.0,1.0,88 m²,50 m²,"SPESIAL RAMADHAN, HARGA TURUN BANYAK, RUMAH MEWAH ESTETIK DI JL BERBAH-KALASAN* Jarakan Tirtomartani...","Rumah
Dekat Fasilitas Kesehatan"
Jual Kos di Wirobrajan Yogyakarta,"Rp 1,9 Miliar","Wirobrajan, Yogyakarta",8.0,4.0,2.0,230 m²,300 m²,"JUAL KOS Lokasi : Wirobrajan Kodya Yogyakarta Harga 1,9 milyar nego • Luas Tanah : 230 m • Luas bangunan...","Rumah
Dekat Sekolah"
Rumah 3 lantai jalan utama,"Rp 5,5 Miliar","Depok, Sleman",2.0,1.0,3.0,160 m²,300 m²,"Rumah 3 lantai pinggir jalan raya, kondisi bagus. Cocok utk usaha...",Rumah
"Rumah Siap Huni Minimalis di Berbah, Sleman Dekat Kids Fun Park",Rp 550 Juta,"Berbah, Sleman",3.0,1.0,1.0,128 m²,36 m²,Kode : 1071 Magnet Kawasan : - 5 menit dari Kids Fun - 8 menit dari Bandara Adi Sucipto - 9 menit...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Tempat Wisata"
Rumah Baru Minimalis Siap Huni Bonus Kitchen Set Dekat Kampus Uii,Rp 728 Juta,"Sleman, Yogyakarta",2.0,1.0,1.0,105 m²,65 m²,Dijual rumah baru siap huni dengan konsep modern bonus kitchen set & kompor modena di Jl Kaliurang...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Landmark"
Rumah Minimalis Modern Dalam Perum di Berbah Dekat Lava Bantal,Rp 691 Juta,"Berbah, Sleman",2.0,1.0,1.0,83 m²,60 m²,Kode : 875 Daya Tarik Kawasan : - 4 menit dari Lava Bantal - 5 menit dari Bandara Adi Sucipto - 12...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Dijual Rumah Cluster Baru Siap Huni di Kota Jogja Mantrijeron,Rp 580 Juta,"Mantrijeron, Yogyakarta",2.0,1.0,1.0,28 m²,50 m²,Dijual Rumah Cluster Baru Siap Huni di Kota Jogja Mantrijeron. Lokasi Gedongkiwo Mantrijeron Pusat...,"Rumah
Siap Huni
Dekat Pusat Perbelanjaan"
Rumah Jogja Dijual Rumah Baru Demangan Dekat Ambarukmo Plaza,"Rp 3,25 Miliar","Depok, Sleman",2.0,2.0,1.0,137 m²,207 m²,"Dijual Rumah Baru di Jogja Demangan Caturtunggal Depok Sleman SHM LT 137m LB 207m LD 7,5m 2+1 KT...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Jual Rumah Baru Jogja Demangan Dekat Kampus Sanata Dharma,"Rp 3,25 Miliar","Depok, Sleman",3.0,3.0,1.0,140 m²,210 m²,"Dijual Rumah Baru di Jogja Demangan Caturtunggal Depok Sleman SHM LT 140m LB 210m LD 6,5m 3+1 KT...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Rumah Jogja Rumah Baru Demangan Depok Sleman,"Rp 3,7 Miliar","Depok, Sleman",4.0,4.0,2.0,123 m²,240 m²,Dijual Rumah Baru di Jogja Demangan Caturtunggal Depok Sleman SHM LT 123m LB 240m LD 8m 4+1 KT 4+1...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Baru Jogja Dijual Caturtunggal Depok Sleman,"Rp 4,5 Miliar","Depok, Sleman",4.0,4.0,2.0,164 m²,210 m²,Dijual Rumah Baru di Jogja Demangan Caturtunggal Depok Sleman SHM LT 164m LB 210m LD 10m 4+1 KT 4+1...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Kos-Kos an - Yogyakarta,Rp 700 Juta,"Depok, Sleman",8.0,2.0,1.0,89 m²,160 m²,Rumah Dijual Sleman Rumah Kost-Kost an - Yogyakarta LT 89 M2 LB 160 M2 ( 2 Lantai ) Listrik 900 Watt...,Rumah
RUMAH MEWAH MURAH di JL. KALIURANG KM 12 DEKAT SMUN 2 NGAGLIK,Rp 790 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,115 m²,70 m²,READY 2 UNIT......❗ RUMAH MEWAH MURAH di JL. KALIURANG KM 12 DEKAT SMUN 2 NGAGLIK Lokasi : Sawahan...,"Rumah
Full Furnished
Dekat Sekolah
Dekat Landmark"
Dijual rumah artistik cantik 2 lantai di sleman Jogjakarta,Rp 5 Miliar,"Sleman, Yogyakarta",7.0,3.0,2.0,376 m²,225 m²,"Hunian nyaman cantik hijau sejuk berlokasi di pinggir jalan,Cocok utk Villa atau rumah tinggal,Lokasi...",Rumah
PERUM  GREEN HILLS  RESIDENCE,Rp 4 Miliar,"Ngaglik, Sleman",,,3.0,150 m²,,DIJUAL RUMAH MEWAH DALAM PERUMAHAN GREEN HILLS RESIDENCE LOKASI JALAN KAPTEN HARYADI SPESIFIKASI...,"Rumah
Full Furnished"
"RUMAH  DIKELILING UNIVERSITAS: DEKAT UNY, USD MRICAN, UAJ MRICAN, UGM.","Rp 2,4 Miliar","Sleman, Yogyakarta",4.0,2.0,2.0,288 m²,250 m²,"Rumah Dijual Yogyakarta LT288m2, LB250m2, 4KT, 2KM/WC, RTamu, RKel, Dapur, Garasi, Pln1300, Air sumur,...","Rumah
Dekat Sekolah"
Rumah Siap Huni Cantik Terawat Dlm Perumahan Elite Green Hills,"Rp 3,2 Miliar","Depok, Sleman",4.0,2.0,2.0,186 m²,200 m²,Rumah Siap Huni Cantik Terawat dlm Perumahan Elite Green Hills Ada Kolam Renangnya Fasum Spesifikasi...,"Rumah
Full Furnished
Siap Huni
Dekat Pusat Perbelanjaan"
"Dijual Segera 
lokasi Dekat Jalan Jambon Barat Jalan Magelang Dekat Kranggan, Dekat Jcm, Rumah Shm Baru","Rp 4,5 Miliar","Gamping, Sleman",6.0,5.0,3.0,1000 m²,500 m²,"Dijual segera Lokasi Dekat jalan Jambon barat jalan Magelang dekat kranggan, dekat jcm, sekolah kalam...",Rumah
